year,user,comnam,cusip,prc,horrizon,follow,afacc,ni,size,loss,roa,roe,mb,cash,post,post_use,treat,post_treat
2008,0,ST JUDE MEDICAL INC,79084910,32.96,5.84932478,22.41666667,-0.04675197,384.327,8.652336484,0,0.067160635,0.118769519,3.517451595,,0,0,1,0
2009,0,ST JUDE MEDICAL INC,79084910,36.78,5.834810737,28,-0.02730583,777.226,8.768233738,0,0.12095376,0.233854092,3.591492244,0.068663473,1,1,1,1
2010,0,ST JUDE MEDICAL INC,79084910,42.75,5.834810737,28.66666667,-0.07340946,907.436,9.055725184,0,0.105929085,0.207571887,3.21742407,,1,1,1,1
2011,0,ST JUDE MEDICAL INC,79084910,34.3,5.834810737,30.58333333,0,825.793,9.105667731,0,0.091701866,0.184550585,2.45000438,0.115077685,1,1,1,1
2012,0,ST JUDE MEDICAL INC,79084910,36.14,5.834810737,27.16666667,-0.00291545,752,9.134754385,0,0.081113149,0.183683439,2.609848246,0.132590162,1,1,1,1
2013,0,ST JUDE MEDICAL INC,79084910,61.95,5.834810737,25.75,-0.0166021,723,9.234935419,0,0.070550351,0.170881588,4.233230477,0.148096214,1,1,1,1
2007,1,QUESTAR CORP,74835610,54.1,5.891644212,9.846153846,-0.0204696,507.4,8.69033945,0,0.08536052,0.196826875,3.626393576,0.00280372,0,0,1,0
2008,1,QUESTAR CORP,74835610,32.69,5.793013608,9.818181818,-0.12199631,683.8,9.063196752,0,0.0792288,0.200058514,1.660322996,0.004020726,0,0,1,0
2009,1,QUESTAR CORP,74835610,41.57,5.894402834,10.66666667,-0.05200367,393.3,9.093660478,0,0.044202434,0.11230084,2.072446462,0.003568656,1,0,1,1
2010,1,QUESTAR CORP,74835610,17.41,5.910796644,10.61538462,-0.22371903,339.2,8.124032078,0,0.057001423,0.185599846,2.965799633,0.002450071,1,1,1,1
2011,0,QUESTAR CORP,74835610,19.86,5.811140993,8.727272727,-0.0229753,207.9,8.170129058,0,0.058848505,0.201161103,3.418571843,0.003438463,1,0,1,1
2005,1,STEEL TECHNOLOGIES INC,85814710,27.99,5.85220248,3,-0.16004996,36.313,6.063643338,0,0.084657725,0.142538635,1.315843758,0.066934338,0,0,0,0
2006,1,STEEL TECHNOLOGIES INC,85814710,17.55,5.85220248,2.416666667,-0.38179714,14.693,6.243422935,0,0.026599587,0.050645018,0.949991289,0.028129874,0,0,0,0
2005,0,STRATEX NETWORKS INC,86279T10,3.58,5.869296913,5.5,-0.42105263,-2.297,5.203072185,1,-0.012702538,-0.036844554,9.56203022,0.276497065,0,0,0,0
2005,1,CONSTELLATION BRANDS INC,21036P10,26.23,5.877735782,9.583333333,-0.01577287,325.262,8.909445257,0,0.043951034,0.109325481,1.97459099,0.00139387,0,0,1,0
2006,1,CONSTELLATION BRANDS INC,21036P10,29.02,5.877735782,9.833333333,0,331.9,9.15262651,0,0.035165604,0.097117776,1.61229751,0.004526688,0,0,1,0
2007,1,CONSTELLATION BRANDS INC,21036P10,23.64,5.857933155,12.08333333,-0.02277904,-613.3,9.215705952,1,-0.061007878,-0.221736144,1.500552489,0.002172024,0,0,1,0
2008,1,CONSTELLATION BRANDS INC,21036P10,15.77,5.857933155,12.75,-0.0341006,-301.4,8.991873369,1,-0.037503889,-0.157941623,1.498626631,0.00130312,0,0,1,0
2009,1,CONSTELLATION BRANDS INC,21036P10,15.93,5.874930731,10.25,-0.0468506,99.3,8.999038925,0,0.012267892,0.038543648,1.297410892,0.005412804,1,1,1,1
2010,1,CONSTELLATION BRANDS INC,21036P10,22.15,5.880532986,9.083333333,-0.06130268,559.5,8.877465657,0,0.078059602,0.219248403,1.681426451,0.001136602,1,1,1,1
2011,1,CONSTELLATION BRANDS INC,21036P10,20.67,5.877735782,11.5,-0.15292553,445,8.869384097,0,0.062588785,0.166292975,1.585979014,0.011970534,1,1,1,1
2012,1,CONSTELLATION BRANDS INC,21036P10,35.39,5.877735782,11.58333333,-0.18208662,387.8,8.941035074,0,0.050771789,0.135580184,2.857929056,0.046625128,1,1,1,1
2007,1,SOUTHERN UNION CO NEW,84403010,29.36,5.860786224,9,-0.00715563,228.711,8.909088377,0,0.030915611,0.103685909,1.78375055,0.000838888,0,0,1,0
2008,1,SOUTHERN UNION CO NEW,84403010,13.04,5.837730447,8.083333333,-0.01702997,295.151,8.987060186,0,0.03690353,0.124643996,0.717718833,0.000583678,0,0,1,0
2009,1,SOUTHERN UNION CO NEW,84403010,22.7,5.84932478,6.5,-0.10736196,179.58,8.996661142,0,0.022238806,0.072706043,1.199108005,0.00131847,1,1,1,1
2010,1,SOUTHERN UNION CO NEW,84403010,24.07,5.840641657,8.833333333,-0.03524229,224.548,9.01670016,0,0.029452781,0.096022845,1.186925206,0.000408541,1,1,1,1
2011,1,SOUTHERN UNION CO NEW,84403010,42.11,5.840641657,6.416666667,-0.0166182,255.424,9.020614551,0,0.030882403,0.096765773,1.991649845,0.002869439,1,1,1,1
2005,0,SUNOCO INC,86764P10,78.38,5.855071922,17.75,-0.45220904,974,9.203517147,0,0.098076729,0.474890297,5.088394442,0.113751702,0,0,0,0
2006,0,SUNOCO INC,86764P10,62.36,5.855071922,19.41666667,-0.05868844,979,9.304103902,0,0.089145875,0.471807229,3.645460415,0.026482731,0,0,0,0
2007,0,SUNOCO INC,86764P10,72.44,5.874930731,19.66666667,-0.00962155,891,9.427626804,0,0.071704491,0.35175681,3.363383766,0.059005646,0,0,0,0
2008,0,SUNOCO INC,86764P10,43.46,5.874930731,16.66666667,-0.01380453,776,9.319284459,0,0.069596413,0.27304715,1.787303969,0.019314341,0,0,0,0
2009,0,SUNOCO INC,86764P10,26.1,5.857933155,15.83333333,-0.92268755,-329,9.383957488,1,-0.031105507,-0.144700821,1.193689675,0.033811659,1,0,0,0
2010,1,SUNOCO INC,86764P10,40.31,5.857933155,13.25,-0.23371647,234,9.495368927,0,0.019327668,0.084372948,1.595923982,0.124842371,1,0,0,0
2011,1,SUNOCO INC,86764P10,41.02,5.894402834,12.41666667,-0.50111633,-1684,9.391244258,1,-0.12752462,-1.711086226,4.906414603,0.155222983,1,0,0,0
2005,1,SUPERIOR INDUSTRIES INTL INC,86816810,22.26,5.880532986,8.916666667,-0.19277109,-5.836,6.579916269,1,-0.009814046,-0.012213136,1.024544926,0.065577117,0,0,0,0
2006,1,SUPERIOR INDUSTRIES INTL INC,86816810,19.27,5.910796644,6.461538462,-0.44474393,-9.321,6.569499653,1,-0.013452002,-0.017097831,0.915361807,0.095047944,0,0,0,0
2007,1,SUPERIOR INDUSTRIES INTL INC,86816810,18.17,5.799092655,4.181818182,-0.07265179,9.292,6.594306751,0,0.012730127,0.016876963,0.878941775,0.149953723,0,0,0,0
2008,1,SUPERIOR INDUSTRIES INTL INC,86816810,10.52,5.837730447,4.5,-0.76499724,-26.053,6.444987806,1,-0.041450093,-0.055244671,0.594892969,0.20121465,0,0,0,0
2009,1,SUPERIOR INDUSTRIES INTL INC,86816810,15.3,5.840641657,2.272727273,-0.57034218,-94.142,6.296838565,1,-0.173740849,-0.252207506,1.093091365,0.213693979,1,0,0,0
2010,1,SUPERIOR INDUSTRIES INTL INC,86816810,21.22,5.894402834,3.666666667,-0.77777777,51.643,6.351656798,0,0.090215253,0.124897819,1.378154019,0.239236472,1,0,0,0
2011,0,SUPERIOR INDUSTRIES INTL INC,86816810,16.54,5.869296913,4,-0.0801131,67.169,6.387268133,0,0.113225708,0.14585627,0.975630674,0.328059437,1,0,0,0
2012,0,SUPERIOR INDUSTRIES INTL INC,86816810,20.4,5.860786224,3.416666667,-0.00604595,30.891,6.397930821,0,0.05151926,0.066161211,1.192572365,0.342807439,1,0,0,0
2013,0,SUPERIOR INDUSTRIES INTL INC,86816810,20.63,5.880532986,3.416666667,-0.01470588,22.824,6.483700448,0,0.034931771,0.047248496,1.159741649,0.332389372,1,0,0,0
2005,0,SUPERTEX INC,86853210,44.25,5.774551546,2.636363636,-0.05395683,15.877,5.057092581,0,0.101688945,0.118996582,3.836888116,0.218821463,0,0,1,0
2006,0,SUPERTEX INC,86853210,39.25,5.897153868,4.75,-0.25669034,21.427,5.230744914,0,0.115241056,0.132878972,2.840887183,0.145081437,0,0,1,0
2007,0,SUPERTEX INC,86853210,31.29,5.87211779,5,-0.06645402,17.005,5.183753519,0,0.095883305,0.111967078,1.713297712,0.096282512,0,0,1,0
2008,0,SUPERTEX INC,86853210,24.01,5.874930731,4.583333333,-0.12044565,12.545,5.253863786,0,0.065920842,0.074861555,1.774378193,0.136700667,0,0,1,0
2009,0,SUPERTEX INC,86853210,29.8,5.874930731,4.166666667,-0.14698677,5.125,5.328933862,0,0.024973443,0.028412871,1.836369362,0.05335148,1,1,1,1
2010,0,SUPERTEX INC,86853210,24.18,5.894402834,5.833333333,-0.07359307,12.282,5.400855904,0,0.05567644,0.063664025,1.479181625,0.116763637,1,1,1,1
2011,0,SUPERTEX INC,86853210,18.88,5.874930731,7.25,-0.11332552,4.749,5.340610279,0,0.022871316,0.025629817,1.16948082,0.090028831,1,1,1,1
2012,0,SUPERTEX INC,86853210,17.55,5.874930731,5.5,-0.18850987,4.247,5.28714519,0,0.021582697,0.024499143,1.476712027,0.079050279,1,1,1,1
2005,1,SAVIENT PHARMACEUTICALS INC,80517Q10,3.74,5.746203191,1.454545455,-0.03690037,5.968,5.410265635,0,0.027064408,0.033226016,1.268487491,0.299324359,0,0,1,0
2006,1,SAVIENT PHARMACEUTICALS INC,80517Q10,11.21,5.789960171,2.545454546,-0.6684492,60.325,5.292766992,0,-0.007397937,-0.008239254,3.300113065,0.796139045,0,0,1,0
2007,0,SAVIENT PHARMACEUTICALS INC,80517Q10,22.97,5.891644212,5.583333333,-0.09812667,-48.668,5.124993212,1,-0.294036716,-0.353467803,8.871855895,0.630972293,0,0,1,0
2008,0,SAVIENT PHARMACEUTICALS INC,80517Q10,5.79,5.834810737,8,-0.11319112,-84.169,4.731459166,1,-0.847478162,-1.312452699,4.989383514,0.456503144,0,0,1,0
2009,0,SAVIENT PHARMACEUTICALS INC,80517Q10,13.61,5.837730447,8.916666667,-0.08635579,-90.853,4.787558407,1,-0.763419266,-1.415177807,14.18959999,1.101301134,1,1,1,1
2011,0,SAVIENT PHARMACEUTICALS INC,80517Q10,2.23,5.84932478,12.08333333,-0.32315977,-102.027,5.288852718,1,-0.517598774,12.13162901,-18.95950773,1.469942539,1,0,1,1
2012,0,SAVIENT PHARMACEUTICALS INC,80517Q10,1.05,5.910796644,8.692307692,-0.1793722,-118.312,4.789206938,1,-0.992500377,0.855492165,-0.554872123,0.255342032,1,0,1,1
2005,1,SWIFT TRANSPORTATION CO INC,87075610,20.3,5.828945618,13.25,-0.00465549,101.127,7.705050741,0,0.045582886,0.116232053,1.71817977,0.006451715,0,0,0,0
2006,1,SWIFT TRANSPORTATION CO INC,87075610,26.27,5.834810737,14,-0.16256158,141.055,7.655223964,0,0.066830187,0.139076909,1.944925357,0.021571942,0,0,0,0
2010,1,STANLEY BLACK & DECKER INC,85450210,66.87,5.752572639,8.636363636,-0.16695788,198.2,9.625121947,0,0.013091668,0.028245689,1.58523926,0.365981003,1,0,0,0
2011,1,STANLEY BLACK & DECKER INC,85450210,67.6,5.834810737,12.08333333,-0.04486317,674.6,9.677214108,0,0.04334441,0.09870638,1.631671883,0.059903299,1,0,0,0
2012,1,STANLEY BLACK & DECKER INC,85450210,73.97,5.837730447,15.16666667,-0.17603551,883.8,9.670609272,0,0.028370361,0.067420618,1.774632065,0.044893097,1,0,0,0
2013,1,STANLEY BLACK & DECKER INC,85450210,80.69,5.840641657,16.91666667,-0.07029877,490.3,9.713301149,0,0.031345441,0.076229556,1.845158329,0.031317849,1,0,0,0
2005,0,SKYWORKS SOLUTIONS INC,83088M10,5.09,5.855071922,18.91666667,-0.21097047,25.611,7.080735844,0,0.02156093,0.03231411,1.404993792,0.099693191,0,0,1,0
2006,0,SKYWORKS SOLUTIONS INC,83088M10,7.08,5.855071922,19.16666667,-0.04273504,-88.152,6.995304511,1,-0.08083661,-0.120906386,1.150758833,0.1151238,0,0,1,0
2007,0,SKYWORKS SOLUTIONS INC,83088M10,8.5,5.857933155,16.5,-0.15414258,57.65,7.08247132,0,0.048449124,0.07331369,1.852048828,0.221529469,0,0,1,0
2008,0,SKYWORKS SOLUTIONS INC,83088M10,5.54,5.877735782,14.66666667,-0.11061947,111.006,7.120524402,0,0.089803487,0.117564201,1.466136054,0.189177651,0,0,1,0
2009,0,SKYWORKS SOLUTIONS INC,83088M10,14.19,5.857933155,14.25,-0.16746412,93.289,7.212534853,0,0.06883141,0.08441458,2.070410423,0.294653584,1,0,1,1
2010,0,SKYWORKS SOLUTIONS INC,83088M10,28.63,5.857933155,16.91666667,-0.27190333,137.294,7.355674329,0,0.087780969,0.104279521,2.83005281,0.334426551,1,1,1,1
2011,0,SKYWORKS SOLUTIONS INC,83088M10,16.22,5.857933155,17.5,-0.10643445,226.585,7.545066759,0,0.119861574,0.140815179,2.080357319,0.262195247,1,0,1,1
2012,0,SKYWORKS SOLUTIONS INC,83088M10,20.3,5.857933155,18.83333333,0,202.078,7.667460503,0,0.094577202,0.106051247,2.377619103,0.16202644,1,1,1,1
2013,0,SKYWORKS SOLUTIONS INC,83088M10,28.56,5.855071922,20.41666667,-0.03820034,278.1,7.755381657,0,0.119197634,0.13235924,2.221424968,0.239206682,1,1,1,1
2005,1,SOUTHWESTERN ENERGY CO,84546710,35.94,5.85220248,9.166666667,-0.01676859,147.76,7.533439132,0,0.07907846,0.13308067,5.413315542,0.195180536,0,0,1,0
2006,1,SOUTHWESTERN ENERGY CO,84546710,35.05,5.855071922,16.33333333,-0.02921536,162.636,7.774884758,0,0.068361195,0.113363394,4.127743069,0.022973748,0,0,1,0
2007,1,SOUTHWESTERN ENERGY CO,84546710,55.72,5.857933155,21,-0.00713267,221.174,8.195255298,0,0.061051984,0.134329791,5.776064136,0.000305582,0,0,1,0
2008,1,SOUTHWESTERN ENERGY CO,84546710,28.97,5.837730447,22,-0.1166547,567.946,8.468246195,0,0.119312426,0.226469099,3.966894885,0.054179516,0,0,1,0
2009,1,SOUTHWESTERN ENERGY CO,84546710,48.2,5.837730447,24,-0.00690369,-35.65,8.470363604,1,-0.007473403,-0.015292389,7.151292303,0.002769656,1,1,1,1
2010,1,SOUTHWESTERN ENERGY CO,84546710,37.43,5.837730447,26.08333333,-0.10788382,604.118,8.70258719,0,0.100394136,0.203758269,4.387976802,0.003365652,1,0,1,1
2011,0,SOUTHWESTERN ENERGY CO,84546710,31.94,5.84932478,27.75,-0.04274646,637.769,8.975111208,0,0.08070066,0.160675272,2.807994147,0.002596942,1,0,1,1
2012,1,SOUTHWESTERN ENERGY CO,84546710,33.41,5.834810737,30.91666667,-0.04383218,-707.064,8.815596634,1,-0.104944143,-0.2329031,3.863177618,0.006780172,1,0,1,1
2013,1,SOUTHWESTERN ENERGY CO,84546710,39.33,5.857933155,35.08333333,-0.10176594,703.503,8.993269097,0,0.087416371,0.194228927,3.832297792,0.003404513,1,0,1,1
2005,0,SAFEWAY INC,78651420,23.66,5.837730447,10.33333333,-0.01013171,561.1,9.665097106,0,0.035609796,0.11405167,2.161270809,0.024275885,0,0,0,0
2006,1,SAFEWAY INC,78651420,34.56,5.837730447,15.58333333,-0.0591716,870.6,9.697373178,0,0.053497032,0.153628968,2.683981718,0.013746359,0,0,0,0
2007,1,SAFEWAY INC,78651420,34.21,5.837730447,15.58333333,-0.00578704,888.4,9.77860437,0,0.050331426,0.132561401,2.246533916,0.017070383,0,0,0,0
2008,1,SAFEWAY INC,78651420,23.77,5.837730447,14.75,-0.01753873,965.3,9.769138683,0,0.055208268,0.142244555,1.502306593,0.021687157,0,0,0,0
2009,1,SAFEWAY INC,78651420,21.29,5.837730447,18.16666667,-0.21034918,-1097.5,9.613442691,1,-0.07334465,-0.221878538,1.671297712,0.026966434,1,0,0,0
2010,1,SAFEWAY INC,78651420,22.49,5.837730447,20.83333333,-0.11742602,589.8,9.625696403,0,0.038935576,0.118118279,1.65748503,0.052046299,1,0,0,0
2011,1,SAFEWAY INC,78651420,21.04,5.837730447,18.75,-0.03112494,516.7,9.620766487,0,0.034278474,0.14028943,1.694350954,0.048151253,1,0,0,0
2012,1,SAFEWAY INC,78651420,18.09,5.837730447,20.5,-0.09030418,596.5,9.592741541,0,0.038520843,0.192834455,1.479748284,0.023365354,1,0,0,0
2013,1,SAFEWAY INC,78651420,32.57,5.834810737,12.18181818,-0.64676616,3475.7,9.753855814,0,0.013449868,0.039797233,1.287800842,0.317070342,1,0,0,0
2010,1,STANDEX INTERNATIONAL CORP,85423110,29.91,5.916202063,1,-1.50862064,28.699,6.103182561,0,0.062651391,0.145577233,1.642985895,0.077540471,1,0,0,0
2011,1,STANDEX INTERNATIONAL CORP,85423110,34.17,5.874930731,1.75,-0.20118343,35.367,6.165218255,0,0.076116276,0.14717462,1.554522073,0.032282496,1,0,0,0
2012,1,STANDEX INTERNATIONAL CORP,85423110,51.29,5.85220248,1,-0.07825236,30.905,6.175474262,0,0.09776141,0.193106827,2.194859267,0.11528411,1,0,0,0
2013,1,STANDEX INTERNATIONAL CORP,85423110,62.88,5.831882477,1.090909091,-0.01409443,44.848,6.237490293,0,0.088766934,0.155752127,2.275050861,0.106425238,1,0,0,0
2005,0,SENSIENT TECHNOLOGIES CORP,81725T10,17.9,5.888877958,1,-0.15423093,44.195,7.243708095,0,0.031606846,0.071027019,1.332946283,0.004748156,0,0,0,0
2006,0,SENSIENT TECHNOLOGIES CORP,81725T10,24.6,5.888877958,1.75,-0.10055866,66.425,7.282807227,0,0.045682214,0.094339757,1.627063616,0.003600871,0,0,0,0
2007,0,SENSIENT TECHNOLOGIES CORP,81725T10,28.28,5.888877958,1.333333333,-0.04471545,77.786,7.35575739,0,0.049729507,0.095510799,1.644218752,0.007236255,0,0,0,0
2008,0,SENSIENT TECHNOLOGIES CORP,81725T10,23.88,5.877735782,2.833333333,-0.03889675,90.861,7.33069154,0,0.059563915,0.110996145,1.40483115,0.005432872,0,0,0,0
2009,0,SENSIENT TECHNOLOGIES CORP,81725T10,26.3,5.860786224,4.333333333,-0.06700168,86.561,7.373180318,0,0.054383043,0.095258585,1.411588707,0.008010164,1,0,0,0
2010,0,SENSIENT TECHNOLOGIES CORP,81725T10,36.73,5.860786224,4.833333333,-0.04562738,107.144,7.377926394,0,0.066995651,0.108909975,1.852171531,0.008955884,1,0,0,0
2011,0,SENSIENT TECHNOLOGIES CORP,81725T10,37.9,5.87211779,5,-0.02450313,120.484,7.411655377,0,0.072836793,0.114833065,1.803122635,0.014290913,1,0,0,0
2012,0,SENSIENT TECHNOLOGIES CORP,81725T10,35.56,5.877735782,3.75,-0.00791557,123.908,7.483043609,0,0.069742768,0.107382108,1.53131074,0.009105506,1,0,0,0
2013,0,SENSIENT TECHNOLOGIES CORP,81725T10,48.52,5.888877958,3.916666667,-0.00843645,113.295,7.534620553,0,0.06056179,0.091169597,1.946330266,0.011164877,1,0,0,0
2005,1,SYBASE INC,87113010,21.86,5.837730447,10,-0.08521303,85.583,7.359858396,0,0.054490155,0.122466122,2.831887097,0.33691051,0,0,1,0
2006,1,SYBASE INC,87113010,24.7,5.837730447,4.916666667,-0.105215,95.064,7.489160515,0,0.05318117,0.112751162,2.674157871,0.226219173,0,0,1,0
2007,1,SYBASE INC,87113010,26.09,5.837730447,5.75,-0.06882591,148.85,7.557202891,0,0.077790082,0.159914483,2.444439682,0.338344662,0,0,1,0
2008,1,SYBASE INC,87113010,24.77,5.855071922,6.083333333,-0.14181679,138.571,7.51557167,0,0.075498375,0.16957364,2.411972055,0.319503231,0,0,1,0
2009,1,SYBASE INC,87113010,43.4,5.837730447,11.33333333,-0.11303997,164.017,7.811521506,0,0.066460579,0.155604108,3.311451465,0.516041859,1,1,1,1
2005,1,STRYKER CORP,86366710,44.43,5.837730447,25.33333333,-0.00207254,675.2,8.506152466,0,0.136566817,0.207638846,5.536329418,0.120280131,0,0,0,0
2006,1,STRYKER CORP,86366710,55.11,5.837730447,24,0,777.7,8.678427296,0,0.132401512,0.185564305,5.363724409,0.08426205,0,0,0,0
2007,1,STRYKER CORP,86366710,74.72,5.834810737,20.41666667,-0.00362911,1017.4,8.903135633,0,0.134171879,0.183452636,5.709755508,0.04945691,0,0,0,0
2008,1,STRYKER CORP,86366710,39.95,5.85220248,21.58333333,-0.00669165,1147.8,8.936469156,0,0.150960767,0.212292156,2.928991807,0.095335872,0,0,0,0
2009,1,STRYKER CORP,86366710,50.37,5.831882477,23.41666667,-0.04255319,1107.4,9.112981094,0,0.122077321,0.167912541,3.03895665,0.086633436,1,0,0,0
2010,1,STRYKER CORP,86366710,53.7,5.831882477,29.83333333,-0.01191185,1273.4,9.296160206,0,0.11687823,0.177511988,2.927689026,0.193753927,1,0,0,0
2011,1,STRYKER CORP,86366710,49.71,5.831882477,32.83333333,-0.0018622,1345,9.425935506,0,0.108424023,0.175061825,2.465119094,0.083064864,1,0,0,0
2012,0,STRYKER CORP,86366710,54.82,5.834810737,31,-0.00804667,1298,9.488502271,0,0.098288657,0.150982901,2.423124346,0.112454655,1,0,0,0
2013,0,STRYKER CORP,86366710,75.14,5.834810737,31.75,-0.01824152,1006,9.664214619,0,0.063901417,0.111197082,3.139484912,0.101393306,1,0,0,0
2005,0,SYMMETRICOM INC,87154310,8.47,5.87211779,5.416666667,-0.04494382,17.916,5.974244632,0,0.045271068,0.078496739,2.120062562,0.426652934,0,0,1,0
2006,0,SYMMETRICOM INC,87154310,8.92,5.874930731,7.25,-0.05797101,0.819,5.97487266,0,0.00208706,0.003647116,1.440156617,0.209584595,0,0,1,0
2007,0,SYMMETRICOM INC,87154310,4.71,5.877735782,8.75,-0.0990099,6.3,6.016613153,0,0.014804967,0.025632997,1.653726897,0.095783068,0,0,1,0
2008,0,SYMMETRICOM INC,87154310,3.95,5.913503006,5.692307692,-0.11904762,-14.468,5.939036399,1,-0.038537228,-0.06749823,0.79815304,0.348053579,0,0,1,0
2009,0,SYMMETRICOM INC,87154310,5.2,5.789960171,3.909090909,-0.078125,-40.671,5.625611902,1,-0.147123085,-0.234951243,1.451833118,0.190358957,1,1,1,1
2010,0,SYMMETRICOM INC,87154310,7.09,5.87211779,3.5,-0.08665511,2.526,5.448404085,0,0.011003211,0.013848095,1.209820453,0.078837514,1,0,1,1
2011,0,SYMMETRICOM INC,87154310,5.39,5.869296913,2.416666667,-0.03929273,1.423,5.467384808,0,0.00495675,0.006347948,1.360039967,0.0878096,1,0,1,1
2012,0,SYMMETRICOM INC,87154310,5.77,5.874930731,1.75,-0.08576329,11.355,5.446845125,0,0.049150525,0.060469055,1.306315195,0.117278664,1,0,1,1
2005,1,SYSCO CORP,87182910,31.05,5.888877958,11.33333333,-0.01951492,961.457,9.02025701,0,0.116287905,0.348500583,8.245452497,0.024424948,0,0,0,0
2006,1,SYSCO CORP,87182910,36.76,5.888877958,10.91666667,-0.05526389,855.325,9.104204556,0,0.094087817,0.277182595,6.196494743,0.024419375,0,0,0,0
2007,1,SYSCO CORP,87182910,31.21,5.888877958,10,-0.0065445,1001.076,9.16114288,0,0.105166851,0.305355051,6.15684529,0.023117374,0,0,0,0
2008,1,SYSCO CORP,87182910,22.94,5.888877958,9.5,-0.00303122,1106.151,9.218635175,0,0.109712245,0.324480945,4.851859125,0.057942641,0,0,0,0
2009,1,SYSCO CORP,87182910,27.94,5.888877958,9.166666667,-0.07633588,1055.948,9.231868862,0,0.103355915,0.306098324,3.844907322,0.107821108,1,0,0,0
2010,1,SYSCO CORP,87182910,29.4,5.888877958,9.75,-0.05782918,1179.983,9.241325438,0,0.11440927,0.308288696,4.392069295,0.057303008,1,0,0,0
2011,1,SYSCO CORP,87182910,29.33,5.888877958,11.58333333,-0.00700035,1152.03,9.340188552,0,0.101183473,0.244839692,3.920181372,0.062030594,1,0,0,0
2012,1,SYSCO CORP,87182910,31.66,5.888877958,13,-0.03527902,1121.585,9.400627784,0,0.092731509,0.239397102,3.72826701,0.060503594,1,0,0,0
2013,1,SYSCO CORP,87182910,36.1,5.888877958,12.83333333,-0.063737,992.427,9.446593378,0,0.078366326,0.191152411,3.856339304,0.034087305,1,0,0,0
2005,0,A T & T INC,00206R10,24.49,4.941642423,23,-0.02328289,4786,11.88884504,0,0.032863656,0.087511428,1.736055754,0.011245452,0,0,0,0
2006,0,A T & T INC,00206R10,35.75,5.837730447,29.08333333,-0.14291548,7356,12.50852633,0,0.02718062,0.063666263,1.930371902,0.016603494,0,0,0,0
2007,0,A T & T INC,00206R10,41.56,5.837730447,27.08333333,-0.03916084,11951,12.52686909,0,0.043356648,0.103591148,2.177136705,0.007279204,0,0,0,0
2008,0,A T & T INC,00206R10,28.5,5.855071922,25.16666667,-0.08662175,12867,12.48841298,0,0.048509868,0.133548528,1.743186155,,0,0,0,0
2009,0,A T & T INC,00206R10,28.03,5.837730447,29.25,-0.04210526,12535,12.50154802,0,0.046641513,0.123012758,1.623465416,0.014333918,1,0,0,0
2010,0,A T & T INC,00206R10,29.38,5.837730447,32.91666667,-0.03924367,19864,12.50056522,0,0.071083251,0.170940554,1.555507412,0.005346937,1,0,0,0
2011,0,A T & T INC,00206R10,30.24,5.837730447,32.5,-0.06466985,3944,12.5074542,0,0.01458882,0.037371842,1.698198902,0.011862728,1,0,0,0
2012,0,A T & T INC,00206R10,33.71,5.837730447,37.75,-0.01653439,7264,12.51471844,0,0.02667499,0.078647063,2.03708046,0.018006688,1,0,0,0
2013,0,A T & T INC,00206R10,35.16,5.85220248,30.08333333,-0.00593296,18249,12.53461351,0,0.065694219,0.20056491,2.019576983,0.012261535,1,0,0,0
2005,1,MOLSON COORS BREWING CO,60871R20,66.99,5.877735782,11.75,-0.12025902,134.944,9.375877268,0,0.019530539,0.043278544,1.077596137,0.008462222,0,0,0,0
2006,1,MOLSON COORS BREWING CO,60871R20,76.44,5.897153868,10.16666667,-0.00447828,361.031,9.359140736,0,0.032193631,0.064214052,1.143507635,0.015440453,0,0,0,0
2007,1,MOLSON COORS BREWING CO,60871R20,51.62,5.891644212,11.08333333,-0.04971219,497.192,9.506925148,0,0.038276138,0.072016484,1.305071979,0.032492423,0,0,0,0
2008,1,MOLSON COORS BREWING CO,60871R20,48.92,5.891644212,9,-0.11429679,388,9.251251963,0,0.038409846,0.066902998,1.504337241,0.016072478,0,0,0,0
2009,1,MOLSON COORS BREWING CO,60871R20,45.16,5.87211779,8.333333333,-0.11856092,720.4,9.394501902,0,0.060676644,0.10302842,1.182646477,0.070483651,1,0,0,0
2010,1,MOLSON COORS BREWING CO,60871R20,50.19,5.877735782,11.66666667,-0.00221435,707.7,9.44924703,0,0.052616242,0.085667026,1.202171103,0.101288568,1,0,0,0
2011,1,MOLSON COORS BREWING CO,60871R20,43.54,5.897153868,10.41666667,-0.01992429,676.3,9.427449754,0,0.054250712,0.088128767,1.024751893,0.084968813,1,0,0,0
2012,1,MOLSON COORS BREWING CO,60871R20,42.79,5.897153868,8.416666667,-0.06430868,443,9.693581004,0,0.027232578,0.055416787,0.97483149,0.050226179,1,0,0,0
2013,1,MOLSON COORS BREWING CO,60871R20,56.15,5.897153868,10.16666667,-0.00934798,567.3,9.65381392,0,0.036283464,0.065436572,1.197239232,0.027281924,1,0,0,0
2007,0,TRUEBLUE INC,89785X10,14.48,4.941642423,8.5,-0.01091107,66.198,6.303074916,0,0.121408751,0.233233625,2.24051327,0.096247548,0,0,1,0
2008,0,TRUEBLUE INC,89785X10,9.57,5.874930731,6.083333333,-0.24171271,-4.159,6.255126047,1,-0.008003079,-0.015396348,1.535428629,0.198261712,0,0,1,0
